ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDatetime,103999 ALUMINUM TOTAL RECOVERABLE ug/L,20107 CALCIUM DISSOLVED/FILTERED mg/L,20110 CALCIUM DISSOLVED/FILTERED mg/L,20111 CALCIUM DISSOLVED/FILTERED mg/L,80025 CALCIUM TOTAL RECOVERABLE mg/L,29009 COPPER TOTAL (CU) mg/L,80030 COPPER TOTAL RECOVERABLE ug/L,80041 LEAD TOTAL RECOVERABLE ug/L,28009 NICKEL TOTAL mg/L,80039 NICKEL TOTAL RECOVERABLE ug/L,7205 NITROGEN DISSOLVED NITRITE mg/L,7206 NITROGEN DISSOLVED NITRITE mg/L,7110 NITROGEN DISSOLVED NO3 & NO2 mg/L,7111 NITROGEN DISSOLVED NO3 & NO2 mg/L,7906 NITROGEN PARTICULATE TOTAL mg/L,100922 OXYGEN DISSOLVED (FIELD METER) mg/L,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,8102 OXYGEN DISSOLVED (FIELD METER) mg/L,8101 OXYGEN DISSOLVED (WINKLER) mg/L,10301 PH (LAB) pH units,15422 PHOSPHORUS TOTAL (P) mg/L,15114 PHOSPHORUS TOTAL DISSOLVED mg/L,2074 TURBIDITY NTU,23009 VANADIUM TOTAL mg/L,80055 VANADIUM TOTAL RECOVERABLE ug/L
ABS019,08SWE10370,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/04/2008 09:49:07,,,,,,,,,,,,,,,,9.53,,,,,,,,,
ABS019,08SWE10371,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/04/2008 09:50:00,,,,,,,,,,,,,,,,9.49,,,,,,,,,
ABS019,08SWE10372,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/04/2008 09:50:54,,,,,,,,,,,,,,,,9.46,,,,,,,,,
ABS019,08SWE10373,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/04/2008 09:51:51,,,,,,,,,,,,,,,,9.44,,,,,,,,,
ABS019,08SWE10374,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/04/2008 09:52:43,,,,,,,,,,,,,,,,9.44,,,,,,,,,
ABS019,08SWE10375,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/04/2008 09:53:35,,,,,,,,,,,,,,,,9.42,,,,,,,,,
ABS019,08SWE10376,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/04/2008 09:54:26,,,,,,,,,,,,,,,,9.4,,,,,,,,,
ABS019,08SWE10377,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/04/2008 09:55:28,,,,,,,,,,,,,,,,9.41,,,,,,,,,
ABS019,08SWE10378,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/04/2008 09:56:23,,,,,,,,,,,,,,,,9.4,,,,,,,,,
ABS019,08SWE10379,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/04/2008 09:57:12,,,,,,,,,,,,,,,,9.37,,,,,,,,,
ABS019,08SWE10404,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/29/2008 08:59:07,,,,,,,,,,,,,,,,10.5,,,,,,,,,
ABS019,08SWE10405,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/29/2008 09:00:03,,,,,,,,,,,,,,,,10.48,,,,,,,,,
ABS019,08SWE10406,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/29/2008 09:00:54,,,,,,,,,,,,,,,,10.45,,,,,,,,,
ABS019,08SWE10407,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/29/2008 09:01:53,,,,,,,,,,,,,,,,10.42,,,,,,,,,
ABS019,08SWE10408,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/29/2008 09:02:50,,,,,,,,,,,,,,,,10.41,,,,,,,,,
ABS019,08SWE10409,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/29/2008 09:03:52,,,,,,,,,,,,,,,,10.38,,,,,,,,,
ABS019,08SWE10410,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/29/2008 09:04:54,,,,,,,,,,,,,,,,10.35,,,,,,,,,
ABS019,08SWE10411,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/29/2008 09:05:49,,,,,,,,,,,,,,,,10.34,,,,,,,,,
ABS019,08SWE10412,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/29/2008 09:06:47,,,,,,,,,,,,,,,,10.3,,,,,,,,,
ABS019,08SWE10413,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/29/2008 09:07:56,,,,,,,,,,,,,,,,10.27,,,,,,,,,
ABS019,08SWE10414,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/29/2008 09:08:53,,,,,,,,,,,,,,,,10.24,,,,,,,,,
ABS019,08SWE10415,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/29/2008 09:09:46,,,,,,,,,,,,,,,,10.06,,,,,,,,,
ABS019,13SWE10196,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/19/2013 09:06:00,,,,,,,,,,,,,,,,,8.67,,,,,,,,
ABS019,13SWE10197,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/19/2013 09:07:00,,,,,,,,,,,,,,,,,8.67,,,,,,,,
ABS019,13SWE10198,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/19/2013 09:08:00,,,,,,,,,,,,,,,,,8.71,,,,,,,,
ABS019,13SWE10199,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/19/2013 09:09:00,,,,,,,,,,,,,,,,,8.71,,,,,,,,
ABS019,13SWE10200,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/19/2013 09:10:00,,,,,,,,,,,,,,,,,8.73,,,,,,,,
ABS019,13SWE10201,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/19/2013 09:11:00,,,,,,,,,,,,,,,,,8.72,,,,,,,,
ABS019,13SWE10202,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/19/2013 09:12:00,,,,,,,,,,,,,,,,,8.74,,,,,,,,
ABS019,13SWE10203,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/19/2013 09:13:00,,,,,,,,,,,,,,,,,8.73,,,,,,,,
ABS019,13SWE10204,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/19/2013 09:14:00,,,,,,,,,,,,,,,,,8.57,,,,,,,,
ABS019,13SWE10205,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/19/2013 09:15:00,,,,,,,,,,,,,,,,,8.09,,,,,,,,
ABS019,13SWE10206,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/19/2013 09:16:00,,,,,,,,,,,,,,,,,7.53,,,,,,,,
ABS019,13SWE10207,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/19/2013 09:17:00,,,,,,,,,,,,,,,,,7.12,,,,,,,,
ABS019,13SWE10208,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/19/2013 09:18:00,,,,,,,,,,,,,,,,,6.67,,,,,,,,
ABS019,13SWE10209,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/19/2013 09:19:00,,,,,,,,,,,,,,,,,6.34,,,,,,,,
ABS019,13SWE10210,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/19/2013 09:20:00,,,,,,,,,,,,,,,,,5.81,,,,,,,,
ABS019,13SWE10211,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/19/2013 09:21:00,,,,,,,,,,,,,,,,,5.43,,,,,,,,
ABS019,13SWE10500,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/16/2013 09:11:00,,,,,,,,,,,,,,,,,8.75,,,,,,,,
ABS019,13SWE10501,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/16/2013 09:12:00,,,,,,,,,,,,,,,,,8.8,,,,,,,,
ABS019,13SWE10502,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/16/2013 09:13:00,,,,,,,,,,,,,,,,,8.78,,,,,,,,
ABS019,13SWE10503,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/16/2013 09:14:00,,,,,,,,,,,,,,,,,8.74,,,,,,,,
ABS019,13SWE10504,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/16/2013 09:15:00,,,,,,,,,,,,,,,,,8.75,,,,,,,,
ABS019,13SWE10505,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/16/2013 09:16:00,,,,,,,,,,,,,,,,,8.7,,,,,,,,
ABS019,13SWE10506,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/16/2013 09:17:00,,,,,,,,,,,,,,,,,8.73,,,,,,,,
ABS019,13SWE10507,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/16/2013 09:18:00,,,,,,,,,,,,,,,,,8.68,,,,,,,,
ABS019,13SWE10508,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/16/2013 09:19:00,,,,,,,,,,,,,,,,,8.65,,,,,,,,
ABS019,13SWE10509,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/16/2013 09:20:00,,,,,,,,,,,,,,,,,8.62,,,,,,,,
ABS019,13SWE10510,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/16/2013 09:21:00,,,,,,,,,,,,,,,,,8.57,,,,,,,,
ABS019,13SWE10511,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/16/2013 09:22:00,,,,,,,,,,,,,,,,,8.42,,,,,,,,
ABS019,13SWE10653,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/27/2013 10:08:00,,,,,,,,,,,,,,,,,8.97,,,,,,,,
ABS019,13SWE10654,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/27/2013 10:09:00,,,,,,,,,,,,,,,,,8.97,,,,,,,,
ABS019,13SWE10655,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/27/2013 10:10:00,,,,,,,,,,,,,,,,,8.97,,,,,,,,
ABS019,13SWE10656,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/27/2013 10:11:00,,,,,,,,,,,,,,,,,8.91,,,,,,,,
ABS019,13SWE10657,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/27/2013 10:12:00,,,,,,,,,,,,,,,,,8.94,,,,,,,,
ABS019,13SWE10658,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/27/2013 10:13:00,,,,,,,,,,,,,,,,,8.89,,,,,,,,
ABS019,13SWE10659,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/27/2013 10:14:00,,,,,,,,,,,,,,,,,8.89,,,,,,,,
ABS019,13SWE10660,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/27/2013 10:15:00,,,,,,,,,,,,,,,,,8.9,,,,,,,,
ABS019,13SWE10661,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/27/2013 10:16:00,,,,,,,,,,,,,,,,,8.92,,,,,,,,
ABS019,13SWE10662,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/27/2013 10:17:00,,,,,,,,,,,,,,,,,8.93,,,,,,,,
ABS019,13SWE10663,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/27/2013 10:18:00,,,,,,,,,,,,,,,,,8.85,,,,,,,,
ABS019,13SWE10664,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/27/2013 10:19:00,,,,,,,,,,,,,,,,,8.74,,,,,,,,
ABS019,13SWE07561,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/27/2013 08:50:00,,,,,,,,,,,,,,,,,8.5,,,,,,,,
ABS019,13SWE07562,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/27/2013 08:51:00,,,,,,,,,,,,,,,,,8.52,,,,,,,,
ABS019,13SWE07563,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/27/2013 08:52:00,,,,,,,,,,,,,,,,,8.49,,,,,,,,
ABS019,13SWE07564,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/27/2013 08:53:00,,,,,,,,,,,,,,,,,8.47,,,,,,,,
ABS019,13SWE07565,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/27/2013 08:54:00,,,,,,,,,,,,,,,,,8.48,,,,,,,,
ABS019,13SWE07566,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/27/2013 08:55:00,,,,,,,,,,,,,,,,,8.5,,,,,,,,
ABS019,13SWE07567,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/27/2013 08:56:00,,,,,,,,,,,,,,,,,8.42,,,,,,,,
ABS019,13SWE07568,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/27/2013 08:57:00,,,,,,,,,,,,,,,,,8.42,,,,,,,,
ABS019,13SWE07569,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/27/2013 08:58:00,,,,,,,,,,,,,,,,,8.29,,,,,,,,
ABS019,13SWE07570,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/27/2013 08:59:00,,,,,,,,,,,,,,,,,6.22,,,,,,,,
ABS019,13SWE07571,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/27/2013 09:00:00,,,,,,,,,,,,,,,,,5.76,,,,,,,,
ABS019,13SWE07572,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/27/2013 09:01:00,,,,,,,,,,,,,,,,,5.85,,,,,,,,
ABS019,13SWE07573,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/27/2013 09:02:00,,,,,,,,,,,,,,,,,5.49,,,,,,,,
ABS019,17SWE06670,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/26/2017 10:15:00,,,,,,,,,,,,,,,,,9.71,,,,,,,,
ABS019,17SWE06671,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/26/2017 10:16:00,,,,,,,,,,,,,,,,,9.76,,,,,,,,
ABS019,17SWE06672,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/26/2017 10:17:00,,,,,,,,,,,,,,,,,9.73,,,,,,,,
ABS019,17SWE06673,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/26/2017 10:18:00,,,,,,,,,,,,,,,,,9.72,,,,,,,,
ABS019,17SWE06674,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/26/2017 10:19:00,,,,,,,,,,,,,,,,,9.74,,,,,,,,
ABS019,17SWE06675,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/26/2017 10:20:00,,,,,,,,,,,,,,,,,9.73,,,,,,,,
ABS019,17SWE06676,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/26/2017 10:21:00,,,,,,,,,,,,,,,,,9.73,,,,,,,,
ABS019,17SWE06677,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/26/2017 10:22:00,,,,,,,,,,,,,,,,,9.69,,,,,,,,
ABS019,17SWE06678,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/26/2017 10:23:00,,,,,,,,,,,,,,,,,9.71,,,,,,,,
ABS019,17SWE06679,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,06/26/2017 10:24:00,,,,,,,,,,,,,,,,,9.48,,,,,,,,
ABS019,17SWE04602,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/26/2017 08:20:00,,,,,,,,,,,,,,,,,11.25,,,,,,,,
ABS019,17SWE04603,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/26/2017 08:21:00,,,,,,,,,,,,,,,,,11.06,,,,,,,,
ABS019,17SWE04604,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/26/2017 08:22:00,,,,,,,,,,,,,,,,,10.48,,,,,,,,
ABS019,17SWE04605,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/26/2017 08:23:00,,,,,,,,,,,,,,,,,10.28,,,,,,,,
ABS019,17SWE04606,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/26/2017 08:24:00,,,,,,,,,,,,,,,,,10.04,,,,,,,,
ABS019,17SWE04607,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/26/2017 08:25:00,,,,,,,,,,,,,,,,,9.89,,,,,,,,
ABS019,17SWE04608,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/26/2017 08:26:00,,,,,,,,,,,,,,,,,9.78,,,,,,,,
ABS019,17SWE04609,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/26/2017 08:27:00,,,,,,,,,,,,,,,,,9.64,,,,,,,,
ABS019,17SWE04610,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/26/2017 08:28:00,,,,,,,,,,,,,,,,,9.19,,,,,,,,
ABS019,17SWE04611,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/26/2017 08:29:00,,,,,,,,,,,,,,,,,8.09,,,,,,,,
ABS019,17SWE04612,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/26/2017 08:30:00,,,,,,,,,,,,,,,,,7.82,,,,,,,,
ABS019,17SWE04613,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,07/26/2017 08:31:00,,,,,,,,,,,,,,,,,7.6,,,,,,,,
ABS019,17SWE07204,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,16,N,Top Grab for Hg and Metals,08/23/2017 08:19:00,7.5,,,,19.2,,0.43,0.007,,0.71,,,,,,,7.93,,,,,,,,0.152
ABS019,17SWE07205,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2017 08:20:00,,,,,,,,,,,,,,,,,7.94,,,,,,,,
ABS019,17SWE07206,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2017 08:21:00,,,,,,,,,,,,,,,,,7.95,,,,,,,,
ABS019,17SWE07207,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2017 08:22:00,,,,,,,,,,,,,,,,,7.92,,,,,,,,
ABS019,17SWE07208,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2017 08:23:00,,,,,,,,,,,,,,,,,7.89,,,,,,,,
ABS019,17SWE07209,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2017 08:24:00,,,,,,,,,,,,,,,,,7.88,,,,,,,,
ABS019,17SWE07210,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2017 08:25:00,,,,,,,,,,,,,,,,,7.88,,,,,,,,
ABS019,17SWE07211,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2017 08:26:00,,,,,,,,,,,,,,,,,7.86,,,,,,,,
ABS019,17SWE07212,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2017 08:27:00,,,,,,,,,,,,,,,,,7.88,,,,,,,,
ABS019,17SWE07213,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2017 08:28:00,,,,,,,,,,,,,,,,,7.89,,,,,,,,
ABS019,17SWE07214,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2017 08:29:00,,,,,,,,,,,,,,,,,7.88,,,,,,,,
ABS019,17SWE07215,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2017 08:30:00,,,,,,,,,,,,,,,,,7.89,,,,,,,,
ABS019,17SWE07216,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2017 08:31:00,,,,,,,,,,,,,,,,,7.88,,,,,,,,
ABS019,17SWE07217,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,17,N,Bottom Grab at 6.5 m for metals and Hg,08/23/2017 08:32:00,8,,,,19.3,,0.41,0.014,,0.76,,,,,,,7.86,,,,,,,,0.181
ABS019,17SWE07218,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,08/23/2017 08:33:00,,,,,,,,,,,,,,,,,7.87,,,,,,,,
ABS019,17SWE14737,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/24/2017 08:04:00,,,,,,,,,,,,,,,,,9.33,,,,,,,,
ABS019,17SWE14738,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/24/2017 08:05:00,,,,,,,,,,,,,,,,,9.3,,,,,,,,
ABS019,17SWE14739,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/24/2017 08:06:00,,,,,,,,,,,,,,,,,9.31,,,,,,,,
ABS019,17SWE14740,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/24/2017 08:07:00,,,,,,,,,,,,,,,,,9.3,,,,,,,,
ABS019,17SWE14741,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/24/2017 08:08:00,,,,,,,,,,,,,,,,,9.3,,,,,,,,
ABS019,17SWE14742,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/24/2017 08:09:00,,,,,,,,,,,,,,,,,9.29,,,,,,,,
ABS019,17SWE14743,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/24/2017 08:10:00,,,,,,,,,,,,,,,,,9.32,,,,,,,,
ABS019,17SWE14744,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/24/2017 08:11:00,,,,,,,,,,,,,,,,,9.31,,,,,,,,
ABS019,17SWE14745,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/24/2017 08:12:00,,,,,,,,,,,,,,,,,9.27,,,,,,,,
ABS019,17SWE14746,MAC,ATH,07CE,1,AB07CE0110,"GREGOIRE LAKE, PROFILE",56.455780,-111.154460,0,1,122,N,,09/24/2017 08:13:00,,,,,,,,,,,,,,,,,9.25,,,,,,,,
